service_id,date,exception_type
89,20160411,1
103,20160411,1
9,20160412,1
12,20160412,1
13,20160412,1
15,20160412,1
18,20160412,1
20,20160412,1
21,20160412,1
22,20160412,1
23,20160412,1
38,20160412,1
40,20160412,1
45,20160412,1
49,20160412,1
50,20160412,1
53,20160412,1
57,20160412,1
60,20160412,1
64,20160412,1
65,20160412,1
68,20160412,1
70,20160412,1
73,20160412,1
75,20160412,1
78,20160412,1
89,20160412,1
94,20160412,1
101,20160412,1
103,20160412,1
8,20160413,1
12,20160413,1
13,20160413,1
15,20160413,1
18,20160413,1
20,20160413,1
21,20160413,1
22,20160413,1
23,20160413,1
35,20160413,1
38,20160413,1
41,20160413,1
42,20160413,1
45,20160413,1
48,20160413,1
49,20160413,1
59,20160413,1
60,20160413,1
64,20160413,1
65,20160413,1
70,20160413,1
74,20160413,1
75,20160413,1
77,20160413,1
78,20160413,1
89,20160413,1
94,20160413,1
95,20160413,1
101,20160413,1
103,20160413,1
9,20160414,1
12,20160414,1
13,20160414,1
15,20160414,1
18,20160414,1
20,20160414,1
21,20160414,1
22,20160414,1
23,20160414,1
38,20160414,1
45,20160414,1
48,20160414,1
49,20160414,1
50,20160414,1
53,20160414,1
57,20160414,1
58,20160414,1
59,20160414,1
60,20160414,1
65,20160414,1
69,20160414,1
73,20160414,1
74,20160414,1
75,20160414,1
78,20160414,1
89,20160414,1
94,20160414,1
101,20160414,1
103,20160414,1
7,20160415,1
9,20160415,1
12,20160415,1
13,20160415,1
15,20160415,1
18,20160415,1
20,20160415,1
21,20160415,1
22,20160415,1
23,20160415,1
36,20160415,1
42,20160415,1
45,20160415,1
49,20160415,1
50,20160415,1
52,20160415,1
53,20160415,1
59,20160415,1
60,20160415,1
61,20160415,1
64,20160415,1
65,20160415,1
68,20160415,1
70,20160415,1
77,20160415,1
78,20160415,1
87,20160415,1
89,20160415,1
103,20160415,1
3,20160416,1
7,20160416,1
15,20160416,1
21,20160416,1
23,20160416,1
25,20160416,1
27,20160416,1
49,20160416,1
60,20160416,1
87,20160416,1
92,20160416,1
95,20160416,1
103,20160416,1
14,20160417,1
29,20160417,1
47,20160417,1
49,20160417,1
80,20160417,1
92,20160417,1
98,20160417,1
103,20160417,1
9,20160418,1
11,20160418,1
13,20160418,1
18,20160418,1
20,20160418,1
21,20160418,1
22,20160418,1
23,20160418,1
34,20160418,1
38,20160418,1
41,20160418,1
42,20160418,1
49,20160418,1
52,20160418,1
53,20160418,1
56,20160418,1
59,20160418,1
64,20160418,1
68,20160418,1
73,20160418,1
74,20160418,1
75,20160418,1
87,20160418,1
89,20160418,1
103,20160418,1
9,20160419,1
12,20160419,1
13,20160419,1
15,20160419,1
18,20160419,1
20,20160419,1
21,20160419,1
22,20160419,1
23,20160419,1
38,20160419,1
40,20160419,1
45,20160419,1
49,20160419,1
50,20160419,1
53,20160419,1
57,20160419,1
60,20160419,1
64,20160419,1
65,20160419,1
68,20160419,1
70,20160419,1
73,20160419,1
75,20160419,1
78,20160419,1
89,20160419,1
94,20160419,1
101,20160419,1
103,20160419,1
8,20160420,1
12,20160420,1
13,20160420,1
15,20160420,1
18,20160420,1
20,20160420,1
21,20160420,1
22,20160420,1
23,20160420,1
35,20160420,1
38,20160420,1
41,20160420,1
42,20160420,1
45,20160420,1
48,20160420,1
49,20160420,1
59,20160420,1
60,20160420,1
64,20160420,1
65,20160420,1
70,20160420,1
74,20160420,1
75,20160420,1
77,20160420,1
78,20160420,1
94,20160420,1
95,20160420,1
101,20160420,1
103,20160420,1
9,20160421,1
12,20160421,1
13,20160421,1
15,20160421,1
18,20160421,1
20,20160421,1
21,20160421,1
22,20160421,1
23,20160421,1
38,20160421,1
45,20160421,1
48,20160421,1
49,20160421,1
50,20160421,1
53,20160421,1
57,20160421,1
58,20160421,1
59,20160421,1
60,20160421,1
65,20160421,1
69,20160421,1
73,20160421,1
74,20160421,1
75,20160421,1
78,20160421,1
94,20160421,1
101,20160421,1
103,20160421,1
7,20160422,1
9,20160422,1
12,20160422,1
13,20160422,1
15,20160422,1
18,20160422,1
20,20160422,1
21,20160422,1
22,20160422,1
23,20160422,1
36,20160422,1
42,20160422,1
45,20160422,1
49,20160422,1
50,20160422,1
52,20160422,1
53,20160422,1
59,20160422,1
60,20160422,1
61,20160422,1
64,20160422,1
65,20160422,1
68,20160422,1
70,20160422,1
77,20160422,1
78,20160422,1
87,20160422,1
103,20160422,1
3,20160423,1
7,20160423,1
15,20160423,1
21,20160423,1
23,20160423,1
25,20160423,1
27,20160423,1
49,20160423,1
60,20160423,1
87,20160423,1
92,20160423,1
95,20160423,1
103,20160423,1
14,20160424,1
29,20160424,1
47,20160424,1
49,20160424,1
80,20160424,1
92,20160424,1
98,20160424,1
103,20160424,1
7,20160425,1
14,20160425,1
29,20160425,1
47,20160425,1
49,20160425,1
80,20160425,1
92,20160425,1
98,20160425,1
103,20160425,1
9,20160426,1
12,20160426,1
13,20160426,1
15,20160426,1
18,20160426,1
20,20160426,1
21,20160426,1
22,20160426,1
23,20160426,1
38,20160426,1
40,20160426,1
45,20160426,1
49,20160426,1
50,20160426,1
53,20160426,1
57,20160426,1
60,20160426,1
64,20160426,1
65,20160426,1
68,20160426,1
70,20160426,1
73,20160426,1
75,20160426,1
78,20160426,1
94,20160426,1
101,20160426,1
103,20160426,1
8,20160427,1
12,20160427,1
13,20160427,1
15,20160427,1
18,20160427,1
20,20160427,1
21,20160427,1
22,20160427,1
23,20160427,1
35,20160427,1
38,20160427,1
41,20160427,1
42,20160427,1
45,20160427,1
48,20160427,1
49,20160427,1
59,20160427,1
60,20160427,1
64,20160427,1
65,20160427,1
70,20160427,1
74,20160427,1
75,20160427,1
77,20160427,1
78,20160427,1
94,20160427,1
95,20160427,1
101,20160427,1
103,20160427,1
9,20160428,1
12,20160428,1
13,20160428,1
15,20160428,1
18,20160428,1
20,20160428,1
21,20160428,1
22,20160428,1
23,20160428,1
38,20160428,1
45,20160428,1
48,20160428,1
49,20160428,1
50,20160428,1
53,20160428,1
57,20160428,1
58,20160428,1
59,20160428,1
60,20160428,1
65,20160428,1
69,20160428,1
73,20160428,1
74,20160428,1
75,20160428,1
78,20160428,1
94,20160428,1
101,20160428,1
103,20160428,1
7,20160429,1
9,20160429,1
12,20160429,1
13,20160429,1
15,20160429,1
18,20160429,1
20,20160429,1
21,20160429,1
22,20160429,1
23,20160429,1
36,20160429,1
42,20160429,1
45,20160429,1
49,20160429,1
50,20160429,1
52,20160429,1
53,20160429,1
59,20160429,1
60,20160429,1
61,20160429,1
64,20160429,1
65,20160429,1
68,20160429,1
70,20160429,1
77,20160429,1
78,20160429,1
87,20160429,1
103,20160429,1
3,20160430,1
7,20160430,1
15,20160430,1
21,20160430,1
23,20160430,1
25,20160430,1
27,20160430,1
49,20160430,1
60,20160430,1
87,20160430,1
92,20160430,1
95,20160430,1
103,20160430,1
14,20160501,1
32,20160501,1
47,20160501,1
80,20160501,1
92,20160501,1
98,20160501,1
9,20160502,1
11,20160502,1
13,20160502,1
18,20160502,1
20,20160502,1
21,20160502,1
22,20160502,1
23,20160502,1
34,20160502,1
38,20160502,1
41,20160502,1
42,20160502,1
49,20160502,1
52,20160502,1
53,20160502,1
56,20160502,1
59,20160502,1
64,20160502,1
68,20160502,1
73,20160502,1
74,20160502,1
75,20160502,1
87,20160502,1
89,20160502,1
103,20160502,1
9,20160503,1
12,20160503,1
13,20160503,1
15,20160503,1
18,20160503,1
20,20160503,1
21,20160503,1
22,20160503,1
23,20160503,1
38,20160503,1
40,20160503,1
45,20160503,1
49,20160503,1
50,20160503,1
53,20160503,1
57,20160503,1
60,20160503,1
64,20160503,1
65,20160503,1
68,20160503,1
70,20160503,1
73,20160503,1
75,20160503,1
78,20160503,1
89,20160503,1
94,20160503,1
101,20160503,1
103,20160503,1
8,20160504,1
12,20160504,1
13,20160504,1
15,20160504,1
18,20160504,1
20,20160504,1
21,20160504,1
22,20160504,1
23,20160504,1
35,20160504,1
38,20160504,1
41,20160504,1
42,20160504,1
45,20160504,1
48,20160504,1
49,20160504,1
59,20160504,1
60,20160504,1
64,20160504,1
65,20160504,1
70,20160504,1
74,20160504,1
75,20160504,1
77,20160504,1
78,20160504,1
89,20160504,1
94,20160504,1
95,20160504,1
101,20160504,1
103,20160504,1
9,20160505,1
12,20160505,1
13,20160505,1
15,20160505,1
18,20160505,1
20,20160505,1
21,20160505,1
22,20160505,1
23,20160505,1
38,20160505,1
45,20160505,1
48,20160505,1
49,20160505,1
50,20160505,1
53,20160505,1
57,20160505,1
58,20160505,1
59,20160505,1
60,20160505,1
65,20160505,1
69,20160505,1
73,20160505,1
74,20160505,1
75,20160505,1
78,20160505,1
89,20160505,1
94,20160505,1
101,20160505,1
103,20160505,1
7,20160506,1
9,20160506,1
12,20160506,1
13,20160506,1
15,20160506,1
18,20160506,1
20,20160506,1
21,20160506,1
22,20160506,1
23,20160506,1
36,20160506,1
42,20160506,1
45,20160506,1
49,20160506,1
50,20160506,1
52,20160506,1
53,20160506,1
59,20160506,1
60,20160506,1
61,20160506,1
64,20160506,1
65,20160506,1
68,20160506,1
70,20160506,1
77,20160506,1
78,20160506,1
87,20160506,1
89,20160506,1
103,20160506,1
3,20160507,1
7,20160507,1
15,20160507,1
21,20160507,1
23,20160507,1
25,20160507,1
27,20160507,1
49,20160507,1
60,20160507,1
87,20160507,1
92,20160507,1
95,20160507,1
103,20160507,1
14,20160508,1
29,20160508,1
47,20160508,1
49,20160508,1
80,20160508,1
92,20160508,1
98,20160508,1
103,20160508,1
9,20160509,1
11,20160509,1
13,20160509,1
18,20160509,1
20,20160509,1
21,20160509,1
22,20160509,1
23,20160509,1
34,20160509,1
38,20160509,1
41,20160509,1
42,20160509,1
49,20160509,1
52,20160509,1
53,20160509,1
56,20160509,1
59,20160509,1
64,20160509,1
68,20160509,1
73,20160509,1
74,20160509,1
75,20160509,1
87,20160509,1
89,20160509,1
103,20160509,1
9,20160510,1
12,20160510,1
13,20160510,1
15,20160510,1
18,20160510,1
20,20160510,1
21,20160510,1
22,20160510,1
23,20160510,1
38,20160510,1
40,20160510,1
45,20160510,1
49,20160510,1
50,20160510,1
53,20160510,1
57,20160510,1
60,20160510,1
64,20160510,1
65,20160510,1
68,20160510,1
70,20160510,1
73,20160510,1
75,20160510,1
78,20160510,1
89,20160510,1
94,20160510,1
101,20160510,1
103,20160510,1
8,20160511,1
12,20160511,1
13,20160511,1
15,20160511,1
18,20160511,1
20,20160511,1
21,20160511,1
22,20160511,1
23,20160511,1
35,20160511,1
38,20160511,1
41,20160511,1
42,20160511,1
45,20160511,1
48,20160511,1
49,20160511,1
59,20160511,1
60,20160511,1
64,20160511,1
65,20160511,1
70,20160511,1
74,20160511,1
75,20160511,1
77,20160511,1
78,20160511,1
89,20160511,1
94,20160511,1
95,20160511,1
101,20160511,1
103,20160511,1
9,20160512,1
12,20160512,1
13,20160512,1
15,20160512,1
18,20160512,1
20,20160512,1
21,20160512,1
22,20160512,1
23,20160512,1
38,20160512,1
45,20160512,1
48,20160512,1
49,20160512,1
50,20160512,1
53,20160512,1
57,20160512,1
58,20160512,1
59,20160512,1
60,20160512,1
65,20160512,1
69,20160512,1
73,20160512,1
74,20160512,1
75,20160512,1
78,20160512,1
89,20160512,1
94,20160512,1
101,20160512,1
103,20160512,1
7,20160513,1
9,20160513,1
12,20160513,1
13,20160513,1
15,20160513,1
18,20160513,1
20,20160513,1
21,20160513,1
22,20160513,1
23,20160513,1
36,20160513,1
42,20160513,1
45,20160513,1
49,20160513,1
50,20160513,1
52,20160513,1
53,20160513,1
59,20160513,1
60,20160513,1
61,20160513,1
64,20160513,1
65,20160513,1
68,20160513,1
70,20160513,1
77,20160513,1
78,20160513,1
87,20160513,1
89,20160513,1
103,20160513,1
3,20160514,1
7,20160514,1
15,20160514,1
21,20160514,1
23,20160514,1
25,20160514,1
27,20160514,1
49,20160514,1
60,20160514,1
87,20160514,1
92,20160514,1
95,20160514,1
103,20160514,1
14,20160515,1
29,20160515,1
47,20160515,1
49,20160515,1
80,20160515,1
92,20160515,1
98,20160515,1
103,20160515,1
9,20160516,1
11,20160516,1
13,20160516,1
18,20160516,1
20,20160516,1
21,20160516,1
22,20160516,1
23,20160516,1
34,20160516,1
38,20160516,1
41,20160516,1
42,20160516,1
49,20160516,1
52,20160516,1
53,20160516,1
56,20160516,1
59,20160516,1
64,20160516,1
68,20160516,1
73,20160516,1
74,20160516,1
75,20160516,1
87,20160516,1
89,20160516,1
103,20160516,1
9,20160517,1
12,20160517,1
13,20160517,1
15,20160517,1
18,20160517,1
20,20160517,1
21,20160517,1
22,20160517,1
23,20160517,1
38,20160517,1
40,20160517,1
45,20160517,1
49,20160517,1
50,20160517,1
53,20160517,1
57,20160517,1
60,20160517,1
64,20160517,1
65,20160517,1
68,20160517,1
70,20160517,1
73,20160517,1
75,20160517,1
78,20160517,1
89,20160517,1
94,20160517,1
101,20160517,1
103,20160517,1
8,20160518,1
12,20160518,1
13,20160518,1
15,20160518,1
18,20160518,1
20,20160518,1
21,20160518,1
22,20160518,1
23,20160518,1
35,20160518,1
38,20160518,1
41,20160518,1
42,20160518,1
45,20160518,1
48,20160518,1
49,20160518,1
59,20160518,1
60,20160518,1
64,20160518,1
65,20160518,1
70,20160518,1
74,20160518,1
75,20160518,1
77,20160518,1
78,20160518,1
89,20160518,1
94,20160518,1
95,20160518,1
101,20160518,1
103,20160518,1
9,20160519,1
12,20160519,1
13,20160519,1
15,20160519,1
18,20160519,1
20,20160519,1
21,20160519,1
22,20160519,1
23,20160519,1
38,20160519,1
45,20160519,1
48,20160519,1
49,20160519,1
50,20160519,1
53,20160519,1
57,20160519,1
58,20160519,1
59,20160519,1
60,20160519,1
65,20160519,1
69,20160519,1
73,20160519,1
74,20160519,1
75,20160519,1
78,20160519,1
89,20160519,1
94,20160519,1
101,20160519,1
103,20160519,1
7,20160520,1
9,20160520,1
12,20160520,1
13,20160520,1
15,20160520,1
18,20160520,1
20,20160520,1
21,20160520,1
22,20160520,1
23,20160520,1
36,20160520,1
42,20160520,1
45,20160520,1
49,20160520,1
50,20160520,1
52,20160520,1
53,20160520,1
59,20160520,1
60,20160520,1
61,20160520,1
64,20160520,1
65,20160520,1
68,20160520,1
70,20160520,1
77,20160520,1
78,20160520,1
87,20160520,1
89,20160520,1
103,20160520,1
3,20160521,1
7,20160521,1
15,20160521,1
21,20160521,1
23,20160521,1
25,20160521,1
27,20160521,1
49,20160521,1
60,20160521,1
87,20160521,1
92,20160521,1
95,20160521,1
103,20160521,1
14,20160522,1
29,20160522,1
47,20160522,1
49,20160522,1
80,20160522,1
92,20160522,1
98,20160522,1
103,20160522,1
9,20160523,1
11,20160523,1
13,20160523,1
18,20160523,1
20,20160523,1
21,20160523,1
22,20160523,1
23,20160523,1
34,20160523,1
38,20160523,1
41,20160523,1
42,20160523,1
49,20160523,1
52,20160523,1
53,20160523,1
56,20160523,1
59,20160523,1
64,20160523,1
68,20160523,1
73,20160523,1
74,20160523,1
75,20160523,1
87,20160523,1
89,20160523,1
103,20160523,1
9,20160524,1
12,20160524,1
13,20160524,1
15,20160524,1
18,20160524,1
20,20160524,1
21,20160524,1
22,20160524,1
23,20160524,1
38,20160524,1
40,20160524,1
45,20160524,1
49,20160524,1
50,20160524,1
53,20160524,1
57,20160524,1
60,20160524,1
64,20160524,1
65,20160524,1
68,20160524,1
70,20160524,1
73,20160524,1
75,20160524,1
78,20160524,1
89,20160524,1
94,20160524,1
101,20160524,1
103,20160524,1
8,20160525,1
12,20160525,1
13,20160525,1
15,20160525,1
18,20160525,1
20,20160525,1
21,20160525,1
22,20160525,1
23,20160525,1
35,20160525,1
38,20160525,1
41,20160525,1
42,20160525,1
45,20160525,1
48,20160525,1
49,20160525,1
59,20160525,1
60,20160525,1
64,20160525,1
65,20160525,1
70,20160525,1
74,20160525,1
75,20160525,1
77,20160525,1
78,20160525,1
89,20160525,1
94,20160525,1
95,20160525,1
101,20160525,1
103,20160525,1
9,20160526,1
12,20160526,1
13,20160526,1
15,20160526,1
18,20160526,1
20,20160526,1
21,20160526,1
22,20160526,1
23,20160526,1
38,20160526,1
45,20160526,1
48,20160526,1
49,20160526,1
50,20160526,1
53,20160526,1
57,20160526,1
58,20160526,1
59,20160526,1
60,20160526,1
65,20160526,1
69,20160526,1
73,20160526,1
74,20160526,1
75,20160526,1
78,20160526,1
89,20160526,1
94,20160526,1
101,20160526,1
103,20160526,1
7,20160527,1
9,20160527,1
12,20160527,1
13,20160527,1
15,20160527,1
18,20160527,1
20,20160527,1
21,20160527,1
22,20160527,1
23,20160527,1
36,20160527,1
42,20160527,1
45,20160527,1
49,20160527,1
50,20160527,1
52,20160527,1
53,20160527,1
59,20160527,1
60,20160527,1
61,20160527,1
64,20160527,1
65,20160527,1
68,20160527,1
70,20160527,1
77,20160527,1
78,20160527,1
87,20160527,1
89,20160527,1
103,20160527,1
3,20160528,1
7,20160528,1
15,20160528,1
21,20160528,1
23,20160528,1
25,20160528,1
27,20160528,1
49,20160528,1
60,20160528,1
87,20160528,1
92,20160528,1
95,20160528,1
103,20160528,1
14,20160529,1
29,20160529,1
47,20160529,1
49,20160529,1
80,20160529,1
92,20160529,1
98,20160529,1
103,20160529,1
9,20160530,1
11,20160530,1
13,20160530,1
18,20160530,1
20,20160530,1
21,20160530,1
22,20160530,1
23,20160530,1
34,20160530,1
38,20160530,1
41,20160530,1
42,20160530,1
49,20160530,1
52,20160530,1
53,20160530,1
56,20160530,1
59,20160530,1
64,20160530,1
68,20160530,1
73,20160530,1
74,20160530,1
75,20160530,1
87,20160530,1
89,20160530,1
103,20160530,1
9,20160531,1
12,20160531,1
13,20160531,1
15,20160531,1
18,20160531,1
20,20160531,1
21,20160531,1
22,20160531,1
23,20160531,1
38,20160531,1
40,20160531,1
45,20160531,1
49,20160531,1
50,20160531,1
53,20160531,1
57,20160531,1
60,20160531,1
64,20160531,1
65,20160531,1
68,20160531,1
70,20160531,1
73,20160531,1
75,20160531,1
78,20160531,1
89,20160531,1
94,20160531,1
101,20160531,1
103,20160531,1
8,20160601,1
12,20160601,1
13,20160601,1
15,20160601,1
18,20160601,1
20,20160601,1
21,20160601,1
22,20160601,1
23,20160601,1
35,20160601,1
38,20160601,1
41,20160601,1
42,20160601,1
45,20160601,1
48,20160601,1
49,20160601,1
59,20160601,1
60,20160601,1
64,20160601,1
65,20160601,1
70,20160601,1
74,20160601,1
75,20160601,1
77,20160601,1
78,20160601,1
89,20160601,1
94,20160601,1
95,20160601,1
101,20160601,1
103,20160601,1
7,20160602,1
14,20160602,1
29,20160602,1
47,20160602,1
49,20160602,1
80,20160602,1
92,20160602,1
98,20160602,1
103,20160602,1
7,20160603,1
9,20160603,1
12,20160603,1
13,20160603,1
15,20160603,1
18,20160603,1
20,20160603,1
21,20160603,1
22,20160603,1
23,20160603,1
36,20160603,1
42,20160603,1
45,20160603,1
49,20160603,1
50,20160603,1
52,20160603,1
53,20160603,1
59,20160603,1
60,20160603,1
61,20160603,1
64,20160603,1
65,20160603,1
68,20160603,1
70,20160603,1
77,20160603,1
78,20160603,1
87,20160603,1
89,20160603,1
103,20160603,1
3,20160604,1
7,20160604,1
15,20160604,1
21,20160604,1
23,20160604,1
25,20160604,1
27,20160604,1
49,20160604,1
60,20160604,1
87,20160604,1
92,20160604,1
95,20160604,1
103,20160604,1
14,20160605,1
29,20160605,1
47,20160605,1
49,20160605,1
80,20160605,1
92,20160605,1
98,20160605,1
103,20160605,1
9,20160606,1
11,20160606,1
13,20160606,1
18,20160606,1
20,20160606,1
21,20160606,1
22,20160606,1
23,20160606,1
34,20160606,1
38,20160606,1
41,20160606,1
42,20160606,1
49,20160606,1
52,20160606,1
53,20160606,1
56,20160606,1
59,20160606,1
64,20160606,1
68,20160606,1
73,20160606,1
74,20160606,1
75,20160606,1
87,20160606,1
89,20160606,1
103,20160606,1
9,20160607,1
12,20160607,1
13,20160607,1
15,20160607,1
18,20160607,1
20,20160607,1
21,20160607,1
22,20160607,1
23,20160607,1
38,20160607,1
40,20160607,1
45,20160607,1
49,20160607,1
50,20160607,1
53,20160607,1
57,20160607,1
60,20160607,1
64,20160607,1
65,20160607,1
68,20160607,1
70,20160607,1
73,20160607,1
75,20160607,1
78,20160607,1
89,20160607,1
94,20160607,1
101,20160607,1
103,20160607,1
8,20160608,1
12,20160608,1
13,20160608,1
15,20160608,1
18,20160608,1
20,20160608,1
21,20160608,1
22,20160608,1
23,20160608,1
35,20160608,1
38,20160608,1
41,20160608,1
42,20160608,1
45,20160608,1
48,20160608,1
49,20160608,1
59,20160608,1
60,20160608,1
64,20160608,1
65,20160608,1
70,20160608,1
74,20160608,1
75,20160608,1
77,20160608,1
78,20160608,1
89,20160608,1
94,20160608,1
95,20160608,1
101,20160608,1
103,20160608,1
9,20160609,1
12,20160609,1
13,20160609,1
15,20160609,1
18,20160609,1
20,20160609,1
21,20160609,1
22,20160609,1
23,20160609,1
38,20160609,1
45,20160609,1
48,20160609,1
49,20160609,1
50,20160609,1
53,20160609,1
57,20160609,1
58,20160609,1
59,20160609,1
60,20160609,1
65,20160609,1
69,20160609,1
73,20160609,1
74,20160609,1
75,20160609,1
78,20160609,1
89,20160609,1
94,20160609,1
101,20160609,1
103,20160609,1
7,20160610,1
9,20160610,1
12,20160610,1
13,20160610,1
15,20160610,1
18,20160610,1
21,20160610,1
22,20160610,1
24,20160610,1
26,20160610,1
45,20160610,1
49,20160610,1
60,20160610,1
61,20160610,1
72,20160610,1
76,20160610,1
78,20160610,1
89,20160610,1
3,20160611,1
7,20160611,1
15,20160611,1
21,20160611,1
26,20160611,1
27,20160611,1
28,20160611,1
49,20160611,1
60,20160611,1
72,20160611,1
92,20160611,1
95,20160611,1
14,20160612,1
29,20160612,1
39,20160612,1
49,20160612,1
72,20160612,1
80,20160612,1
92,20160612,1
98,20160612,1
9,20160613,1
11,20160613,1
13,20160613,1
18,20160613,1
21,20160613,1
22,20160613,1
24,20160613,1
26,20160613,1
34,20160613,1
49,20160613,1
72,20160613,1
75,20160613,1
89,20160613,1
91,20160613,1
9,20160614,1
12,20160614,1
13,20160614,1
15,20160614,1
18,20160614,1
21,20160614,1
22,20160614,1
24,20160614,1
26,20160614,1
45,20160614,1
49,20160614,1
60,20160614,1
72,20160614,1
75,20160614,1
76,20160614,1
78,20160614,1
89,20160614,1
101,20160614,1
8,20160615,1
12,20160615,1
13,20160615,1
15,20160615,1
18,20160615,1
21,20160615,1
22,20160615,1
24,20160615,1
26,20160615,1
45,20160615,1
49,20160615,1
60,20160615,1
72,20160615,1
75,20160615,1
76,20160615,1
78,20160615,1
83,20160615,1
89,20160615,1
95,20160615,1
101,20160615,1
9,20160616,1
12,20160616,1
